,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Thumbnail,Comment ID,Profile URL,Comment URL,Is_Toxic
177,srikanth_srinu_,,6927349686,3/24/2025 11:23,0,వెళ్ళి మోనాలిసా పుకు నాకు 😂,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/482685952_606500002371022_6485620763466737474_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHzBeod4Q6f4J3mDxBT-Ezxc_gtJt4v92z8wH6jN6DEdxknzLFiIgFdeA3_IIR9FcE&_nc_ohc=NzUsrwAB8DYQ7kNvgGeTbSF&_nc_gid=d1YqiKAmxzeWYOZM5oV99A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF8rwgccj7sQLkxFpRbbRE2haOUlHP3qZiy8812PGoTnA&oe=67E747FE&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/srikanth_srinu_,https://www.instagram.com/p/DHgGv-iJrdR/c/18097382377476338,yes
178,lakshmiprasanna5202,,71385431065,3/24/2025 11:23,0,ఆంధ్ర పరువూ తీయకు రా  నీ మొఖం లో నా చెప్పు🔥😂😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/480673088_437878376016352_1654020930255541436_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHzBeod4Q6f4J3mDxBT-Ezxc_gtJt4v92z8wH6jN6DEdxknzLFiIgFdeA3_IIR9FcE&_nc_ohc=Ua4EsoHi1LcQ7kNvgH4BAm7&_nc_gid=d1YqiKAmxzeWYOZM5oV99A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYESJUfIhjPsyusZGXRv75-0GysyoSNZQNAhe6e-hP9CQw&oe=67E76522&_nc_sid=0985b0,1.84E+16,https://www.instagram.com/lakshmiprasanna5202,https://www.instagram.com/p/DHgGv-iJrdR/c/18355556608194472,yes
179,venkataramanamuddeti,,39028100985,3/24/2025 11:24,0,Monalisa Naa athuhaa,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/469402530_3763690847294289_8020501464182866282_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHzBeod4Q6f4J3mDxBT-Ezxc_gtJt4v92z8wH6jN6DEdxknzLFiIgFdeA3_IIR9FcE&_nc_ohc=Gh9mXMCE2wEQ7kNvgHx2cxp&_nc_gid=d1YqiKAmxzeWYOZM5oV99A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHei1TED-t-CfR2y3qHiM8lhqT_I4uIUHK75vdGrTutCQ&oe=67E73D36&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/venkataramanamuddeti,https://www.instagram.com/p/DHgGv-iJrdR/c/18041985359451416,yes
180,nlr_rider________007,,54307187837,3/24/2025 11:28,0,Modda guduvu pukulanja munda 💀,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/314325882_643721263878240_7955642496939961075_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHzBeod4Q6f4J3mDxBT-Ezxc_gtJt4v92z8wH6jN6DEdxknzLFiIgFdeA3_IIR9FcE&_nc_ohc=iKFtnrNUkTgQ7kNvgFg0q2w&_nc_gid=d1YqiKAmxzeWYOZM5oV99A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGgAQGf8xene7vjoQURo90rPwsN_RgHeycnUYZLycrU5w&oe=67E76BBD&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/nlr_rider________007,https://www.instagram.com/p/DHgGv-iJrdR/c/17987280221650032,yes
181,rolex.1234894,,58590794994,3/24/2025 12:49,0,Orai repu ka. Monalisa spelling chippu😂😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/482877564_1900078587483605_9077188646475230085_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=J2m5IY3jM3kQ7kNvgFxV4rX&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHjdSltmrN0pSI7GFDAW-x1zqCntMBTY47fubLfJcYQZg&oe=67E763AC&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/rolex.1234894,https://www.instagram.com/p/DHgGv-iJrdR/c/17901610278114368,yes
182,x._.joe._.x._,,62127488514,3/24/2025 12:52,0,మోనాలిసా కాదు పెద్ద లంజా కొడకాడు,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/484111351_2124628881347450_1829694412074932445_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=mmioa2m5r2sQ7kNvgEc1_TD&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFxHgKJHt1T7fE-SYy0Vr1bRvpIDrg0m8ZUhku7becDWw&oe=67E76E8B&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/x._.joe._.x._,https://www.instagram.com/p/DHgGv-iJrdR/c/18090332947571429,yes
183,call_me_t.t.k,,44204030063,3/24/2025 12:56,0,@srihari.naidu.pspk  nuve unchuko rav,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/470957231_887801580192810_3882227893017538628_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=KS2OloOztgYQ7kNvgGE1b-9&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYG2dSdXyvwVviMvdbd5HuP-BSp7F-h2FE0RiPFOBDhV2g&oe=67E76EED&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/call_me_t.t.k,https://www.instagram.com/p/DHgGv-iJrdR/c/18060088561866171,yes
184,call_me_t.t.k,,44204030063,3/24/2025 12:56,0,@srihari.naidu.pspk,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/470957231_887801580192810_3882227893017538628_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=KS2OloOztgYQ7kNvgGE1b-9&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYG2dSdXyvwVviMvdbd5HuP-BSp7F-h2FE0RiPFOBDhV2g&oe=67E76EED&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/call_me_t.t.k,https://www.instagram.com/p/DHgGv-iJrdR/c/18046674965342579,yes
185,call_me____uday,,57704062573,3/24/2025 12:58,0,monalisa kadhu raa ❌ Cheka Lisa ✅🤣🤣😂😂,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/483432671_1011630730835086_9197320165767130852_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=sHf8qHzgdUIQ7kNvgHegkTc&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGUGE19DH7n5sXqvI_AMrLrj-FU_YfrUWCC0n-p58vqKA&oe=67E76FC0&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/call_me____uday,https://www.instagram.com/p/DHgGv-iJrdR/c/18099125905522846,yes
186,saidusiva32,,53300669599,3/24/2025 13:02,0,నువ్వు మౌలాలిసావ్ ఏంటే కొజ్జా,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/350617409_1027724864881370_4521845850174023792_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=h25VFpe4KigQ7kNvgG7QvCn&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEAbiYvQ-SflHwACPtiET7u4-To_ChuPeIprwbZbhcz5Q&oe=67E74009&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/saidusiva32,https://www.instagram.com/p/DHgGv-iJrdR/c/18070702000857769,yes
187,k_t_m_gadu_rc_390,,61692557717,3/24/2025 13:05,0,Ni amma andhra pradesh name cheda dhenguthunavu,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/484652994_4139378212948591_9143245180285046096_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=iPcoUh3temgQ7kNvgGyfvoy&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFdVL5ueXPsVlQFc6499LSqgF01TDai0BJQ27v7iXyKVw&oe=67E7570E&_nc_sid=0985b0,1.78E+16,https://www.instagram.com/k_t_m_gadu_rc_390,https://www.instagram.com/p/DHgGv-iJrdR/c/17847860883433264,yes
188,moh_ammed09_,,8433203383,3/24/2025 13:05,0,@twin_brothers_twin 🤣🤣,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/481252234_3722666371289195_7487623585893296460_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=n-M_HtmeBxcQ7kNvgFVGz-G&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGveDLHXn43s7lQ0FpfnjjZeToAoNlTXdqgND-vyBmUTA&oe=67E74EE8&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/moh_ammed09_,https://www.instagram.com/p/DHgGv-iJrdR/c/18139051069390132,yes
189,the__feb__17__dhl,,67794017350,3/24/2025 13:11,0,@rathna___official ❤️❤️❤️❤️,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/486282135_529057053564297_3237033617313967840_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=tC4U5kQ_foIQ7kNvgEvw9VL&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFdlxEDRtTd3ssZhKRToV3AWab_F3I9wwcSuGsw58pCYQ&oe=67E7597B&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/the__feb__17__dhl,https://www.instagram.com/p/DHgGv-iJrdR/c/18059167313288353,yes
190,kdcarfilims.eluru,,55784209967,3/24/2025 13:12,0,నీకు ముకు ledha,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/484413076_3975731432683710_5904526534101989204_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=PCC8f4Tv4PcQ7kNvgGAMW9O&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGjE5yzvZ8FFEpwxqn-3jpvRtB9OXJTDqEOVAJf9IftTQ&oe=67E75678&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/kdcarfilims.eluru,https://www.instagram.com/p/DHgGv-iJrdR/c/17896964784072362,yes
191,sunilajow,,53703464672,3/24/2025 13:13,0,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/484987244_661565449858381_7454650653430828138_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=2G7D7nnRqBQQ7kNvgHm0tC2&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYECWaL89sk8FMZEFNrnlsJTJpEmBW8x5KK7Bj-Ghg7epA&oe=67E7409F&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/sunilajow,https://www.instagram.com/p/DHgGv-iJrdR/c/17851404519423501,yes
192,hari_yadhave_08,,66201671520,3/24/2025 13:13,0,Monilisa❌maddaleassa,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/479489648_592193237026737_1371863056919074492_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=N45DDEP8JP4Q7kNvgFzZyHk&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHqTK9lgK4ejMEDHACcR39V3146wmqYw5X-7bcNkUMDGw&oe=67E7671B&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/hari_yadhave_08,https://www.instagram.com/p/DHgGv-iJrdR/c/17863723413283508,yes
193,pavanraj4477,,68370491782,3/24/2025 13:17,0,Nuvu monalea kadhu kojja lesa,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/486741040_642551971880101_7098676994675449648_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=TIvehRkRuZAQ7kNvgFUQlxP&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFrC708ihl1z4XeUmi9pf-E5qFa7WbtP667M_GA5uXayw&oe=67E749F0&_nc_sid=0985b0,1.84E+16,https://www.instagram.com/pavanraj4477,https://www.instagram.com/p/DHgGv-iJrdR/c/18351242107144323,yes
194,mr_cool_personality_china,,52232469816,3/24/2025 13:18,0,Mooda pukka na,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/483761676_957303626510629_7952745365881162686_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=6IMXzLPf9M0Q7kNvgFXWI4p&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEL_qZU2sOs39jtv8YKEU-cc1TflOIdgwVMcfaK5Am1Xg&oe=67E771FB&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/mr_cool_personality_china,https://www.instagram.com/p/DHgGv-iJrdR/c/18025663046657266,yes
195,ma.noj_kumar241,,61098042076,3/24/2025 13:19,0,Ni gudha isa kadhu,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/484435554_429506593555045_9080239281328644635_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=z7oXqbPFdf0Q7kNvgHFM5mQ&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHCNo8MzgV96eUWcItx2OFcq4GyZjPVdCYIDUq8H2rSVQ&oe=67E75BCE&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/ma.noj_kumar241,https://www.instagram.com/p/DHgGv-iJrdR/c/18146118727375495,yes
196,sree_0130,,17644504199,3/24/2025 13:27,0,Endo durga akka😅,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/482786991_984472363634906_6355138884199364608_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=pb8cVQnkpXgQ7kNvgFQz7DA&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF0dxwpdXL6bSi-shQ_lIoS89hJD7JB6Cc2QJq5DLf8Og&oe=67E75E04&_nc_sid=0985b0,1.85E+16,https://www.instagram.com/sree_0130,https://www.instagram.com/p/DHgGv-iJrdR/c/18451865851077020,yes
197,kavulupadma,,68906557208,3/24/2025 13:30,0,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡👡👡👡tho kottali niku,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/476294409_558778677192494_8591523808983166709_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=PNdF8X6te6kQ7kNvgFdTdvq&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGe9s9JeLmoh9OWe6IM-yEWWKfPyE7Vdt22PARrxIeDWw&oe=67E75228&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/kavulupadma,https://www.instagram.com/p/DHgGv-iJrdR/c/17902067421113483,yes
198,kavulupadma,,68906557208,3/24/2025 13:31,0,Nikosam A dikkumalina edavalunare ❌,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/476294409_558778677192494_8591523808983166709_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=PNdF8X6te6kQ7kNvgFdTdvq&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGe9s9JeLmoh9OWe6IM-yEWWKfPyE7Vdt22PARrxIeDWw&oe=67E75228&_nc_sid=0985b0,1.84E+16,https://www.instagram.com/kavulupadma,https://www.instagram.com/p/DHgGv-iJrdR/c/18354262810176474,yes
199,mr._.boult._,,31335960381,3/24/2025 13:35,0,Mona Lisa ❌ Gudha lo vusaa✅,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/474638128_623521906852583_1937067489033657461_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=5is02TsUVj4Q7kNvgEKsbeR&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFTZhhfB5spOac3WcxnwYjyHRqy63WQxNE8Mk6qYyb9tQ&oe=67E74346&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/mr._.boult._,https://www.instagram.com/p/DHgGv-iJrdR/c/18140595406384199,yes
200,mr__ntr_o_o_,,72245601084,3/24/2025 13:44,0,Modda lisaa🔥🔥🔥,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/485853239_652537424147837_2963463850514864439_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=0Ug672alG8kQ7kNvgEJpZOk&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHZC-1fbZuqDHeZ3lJ_R7rfFsP_QgMEyA0o_ZmCo27p7A&oe=67E73F11&_nc_sid=0985b0,1.83E+16,https://www.instagram.com/mr__ntr_o_o_,https://www.instagram.com/p/DHgGv-iJrdR/c/18302746747213490,yes
201,ganta938__7075,,71309699950,3/24/2025 13:45,0,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🤛🖕🤛🖕🤛🖕🤛🤛🖕🤛🖕🖕🤛🖕🤛🖕🤛🖕🤛🖕🤛🤛🖕🖕🤛🖕🤛🖕🤛🖕🤛🖕🤛🤛🖕🖕🤛😂😂,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/484985000_1198074841949062_8172110264075053452_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=1-4F4zXteykQ7kNvgHD5T7K&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYG91Oge_aENrerfGuy_A2HP_N0_68vx2yQOfMsqxOHNXw&oe=67E768F9&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/ganta938__7075,https://www.instagram.com/p/DHgGv-iJrdR/c/18059571395044574,yes
202,yaswanthkagitha,,49045024651,3/24/2025 13:47,0,Pakkana ninnu dengelisa yedustundhi chudu 😂🤣,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/405757243_876369907220492_5769268327256023218_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=8yDWCpx6jS8Q7kNvgHPUewt&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHscs2164pLhLIYLdtbaYVp4o6T83IWOkpvJ7p16Xb7SQ&oe=67E74A99&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/yaswanthkagitha,https://www.instagram.com/p/DHgGv-iJrdR/c/17878137906274209,yes
203,vakadasrinuvasreddy,,48641270125,3/24/2025 13:48,0,Modhagudu,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/224332376_548136449657332_3322342293469530685_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=cam_psyvdYQQ7kNvgGP40ai&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGz-IQXoEBwPzr4osxi8jMrDy5sh2kmJcs-OrvtTahHDg&oe=67E74968&_nc_sid=0985b0,1.83E+16,https://www.instagram.com/vakadasrinuvasreddy,https://www.instagram.com/p/DHgGv-iJrdR/c/18267322768257692,yes
204,h_t_n_a_y_a_j,,52470734296,3/24/2025 13:48,0,మా వినుకొండ లో తేజ మడా కూడువ్,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/475984848_649357030856819_4729394052398381135_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=v4hm65K_6UoQ7kNvgFuatqZ&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGh-yFE8z1LzKAZ3IVMJXMXeSUceB9pNf9jCpJoW0g3lQ&oe=67E74C62&_nc_sid=0985b0,1.84E+16,https://www.instagram.com/h_t_n_a_y_a_j,https://www.instagram.com/p/DHgGv-iJrdR/c/18393256564109989,yes
205,_sandeep__roy_01,,44803182731,3/24/2025 13:49,0,Monalisa ❌Moddagudu,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/480581500_481666288329983_6005133342315387112_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGawB2t9uWfcNRkAJ_KOWbSElpSODuU6865QOQrbBMygqmY2Ge1jU_PXkTcK-kGB68&_nc_ohc=5iQyKnF3xGcQ7kNvgFPnes4&_nc_gid=o12TaW-ZMiNO9GE2UO4XgA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFsIsD9cukGkWDlPS4Zbai0a4qvqGMT3tYBuqYfO1PbBQ&oe=67E76620&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/_sandeep__roy_01,https://www.instagram.com/p/DHgGv-iJrdR/c/18018020312691478,yes
